축제명,개최장소,축제시작일자,축제종료일자,축제내용,전화번호,홈페이지주소,소재지도로명주소,소재지지번주소,위도,경도,,,,,
둔내고랭지토마토축제,둔내종합체육공원,2023-08-12,2023-08-14,토마토풀장+향토음식체험 등,033-340-2774,,강원특별자치도 횡성군 둔내면 경강로 4708,강원특별자치도 횡성군 둔내면 둔방내리 58-11,37.516751,128.2137118,,,,,
횡성더덕축제,청일면 유동3리 농거리축제장,2023-09-15,2023-09-17,더덕캐기체험+더덕품평회 등,033-340-2832,,강원특별자치도 횡성군 청일면 유동로 17,강원특별자치도 횡성군 청일면 유동리 850-2,37.58392059,128.1502908,,,,,
치악산찰옥수수축제,문막체육공원,2023-07-01,2023-07-01,지역 옥수수 판매 및 농특산물 직거래장터 운영 등,033-737-1164,,,강원도 원주시 문막읍 문막리 329-45,37.3087155,127.8115249,,,,,
안흥찐빵축제,안흥찐빵모락모락마을 일원,2023-10-13,2023-10-15,안흥찐빵 시식 및 홍보+농경문화 체험+먹거리장터운영 등,033-340-2742,,강원특별자치도 횡성군 안흥면 주천강로 1868,강원특별자치도 횡성군 안흥면 안흥리 1063,37.40978635,128.1554843,,,,,
횡성한우축제,횡성종합운동장,2023-10-06,2023-10-10,한우구이터+횡성한우 발전포럼+횡성빛축제 등,033-340-5712,http://www.happyhanwoofestival.com/,강원특별자치도 횡성군 횡성읍 문화체육로 57,강원특별자치도 횡성군 횡성읍 북천리 184,37.49608715,127.9891498,,,,,
횡성호수길축제,횡성 망향의동산 일원,2023-05-05,2023-05-07,"호수길 걷기대회, 어린이 그림그리기대회, 스탬프 투어 등",033-340-2803,,강원특별자치도 횡성군 횡성읍 갑천면 구방5길40,강원특별자치도 횡성군 횡성읍 갑천면 구방리 512,37.545992,128.067183,,,,,
횡성회다지소리축제,횡성정금민속관 및 회다지소리문화체험관,2023-04-28,2023-04-30,회다지 인형극+원형공개+공연,033-343-3176,,강원특별자치도 횡성군 우천면 정포로 37,강원특별자치도 횡성군 우천면 정금리 868-4,37.50383263,128.1012678,,,,,
부산불꽃축제,광안리해변,2023-11-04,2023-11-04,불꽃 토크쇼+부산멀티불꽃쇼 등,051-888-5222,http://www.bfo.or.kr/main/index.asp,부산광역시 수영구 광안해변로 219,부산광역시 수영구 광안동 192-16,35.15377357,129.1185161,,,,,
부산바다축제,해운대+다대포해수욕장,2023-08-01,2023-08-06,공연행사+불꽃쇼+체험행사 등,051-888-5224,http://www.bfo.or.kr/main/index.asp,부산광역시 해운대구 해운대해변로 280,부산광역시 해운대구 중동 1411-23,35.1594967,129.1625753,,,,,
제16회_정남진_장흥_물축제,탐진강+편백숲우드랜드,2023-07-29,2023-08-06,살수대첩+지상최대의물싸움+황금물고기를잡아라+수중줄다리기+워터락풀파티+별밤수다쟁이+지상최대의워터붐,061-860-5771,https://www.jangheung.go.kr/festival,,전라남도 장흥군 장흥읍 건산리 805,,,,,,,
제6회_회령포_문화축제,회령진성+회진항_물양장,2023-09-01,2023-09-03,삼도수군통제사_입성식+시가행렬+풍물패길놀이+씻김굿+12척배_해상퍼레이드+저잣거리_음식부스_운영,061-860-5764,https://www.jangheung.go.kr/festival,전라남도 장흥군 회진면 회진로 470,,,,,,,,
도봉 과학축전,"도봉구청 로비, 아뜨리움, 대강당, 광장 등",2015-10-23,2015-10-28,과학 체험· 전시·교육·이벤트 마당 등,02-2091-2316,http://science.dobong.go.kr,서울특별시 도봉구 마들로 656,,37.6686287,127.0470496,,,,,
도봉구 등축제,우이천,2015-09-11,2015-09-30,"둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시",02-2091-2254,,서울특별시 도봉구,,37.6617028,127.0382005,,,,,
순창장류축제,순창전통고추장민속마을 일원,2022-10-14,2022-10-16,문화공연+장류체험+전시+판매+주민참여 프로그램 등,063-652-9301,http://www.jangfestival.co.kr,전라북도 순창군 순창읍 민속마을길 6-3,전라북도 순창군 순창읍 백산리 265-4,35.36859967,127.1099773,,,,,
(코로나로 일정 미정)해미벚꽃축제,해미면 해미천,2021-04-13,2021-04-14,벚꽃축제 및 공연,041-660-3844,https://www.seosan.go.kr/tour/index.do,,충청남도 서산시 해미면 읍내리 274-9,,,,,,,
(코로나로 일정 미정)지곡 왕산포 서산갯마을축제,지곡면 중리포구,2021-06-08,2019-06-09,갯벌 바지락 캐기 체험 및 공연,041-660-2069,https://www.seosan.go.kr/tour/index.do,충청남도 서산시 지곡면 어름들2길 66,,,,,,,,
류방택 별축제,인지면 류방택천문기상과학관,2022-11-05,2022-11-05,천문과학 관련 체험,041-661-8009,https://www.seosan.go.kr/tour/index.do,충청남도 서산시 인지면 무학로 1353-4,,,,,,,,
연극 통일 익스프레스,축제극장 몸짓,2020-02-29,2020-02-29,연극 통일 익스프레스,033-251-9363,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7532&search_type=1&search_keyword=ED86B5EC9DBC+EC9DB5EC8AA4ED9484EBA088EC8AA4,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531,37.873069,127.727824,,,,,
창작뮤지컬 흰 사과나무,한림대학교 일송아트홀,2020-01-18,2020-01-18,창작뮤지컬 흰 사과나무,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7527&search_type=1&search_keyword=ED9DB0+EC82ACEAB3BCEB8298EBACB4,강원도 춘천시 한림대학길 1,강원도 춘천시 후평동 1-1,37.88542866,127.7349573,,,,,
춘천아트페스티벌,네이버TV 춘천아트페스티벌 채널+유튜브 춘천아트페스티벌 채널,2020-08-14,2020-08-23,춘천의 순수 공연에술 축제,033-251-0545,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7575&search_type=1&search_keyword=ECB698ECB29CEC9584ED8AB8ED8E98EC8AA4ED8BB0EBB28C,강원도 춘천시 춘천로281번길 15 A동 503호,강원도 춘천시 후평동 511-5 크로바아파트,37.881501,127.743005,,,,,
2020춘천조각공공미술심포지엄,꿈자람 물정원,2020-10-05,2020-10-25,2020춘천조각(공공미술)심포지엄,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7573,강원도 춘천시 소양로 77,강원도 춘천시 소양로3가 128-1,37.880714,127.720707,,,,,
슬기로운 협동생활,커먼즈필드춘천,2020-07-04,2020-07-04,슬기로운 협동생활,033-910-0201,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7566&search_type=1&search_keyword=EC8AACEAB8B0EBA19CEC9AB4+ED9891EB8F99EC839DED999C,강원도 춘천시 공지로 255,강원도 춘천시 효자동 303-14,37.86462536,127.735421,,,,,
강원문화재단요선시장 코로나땡 동그랑땡,춘천 요선시장,2020-09-21,2020-09-24,강원문화재단 요선시장 코로나땡 동그랑땡,033-240-1347,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7586&search_type=1&search_keyword=EAB095EC9B90EBACB8ED9994EC9EACEB8BA85DEC9A94EC84A0EC8B9CEC9EA5+ECBD94EBA19CEB8298EB95A1+EB8F99EAB7B8EB9E91EB95A1,강원도 춘천시 금강로 11 KT춘천지사 2층,강원도 춘천시 소양로3가 175-5 KT춘천지사,37.882424,127.723891,,,,,
제5회 인제가을꽃축제,용대관광지 일원,2023-09-22,2023-10-22,가을꽃축제,1577-8924,https://www.inje.go.kr,,강원도 인제군 북면 용대리 1821-1 일원,37.99772638,128.098499,,,,,
치악산왕발걸음축제,치악산 일원(구.드림랜드 주차장),2023-09-09,2023-09-09,걷기행사+작은음악회 등,033-734-5966,,강원도 원주시 소초면 평장동길 86-16,강원도 원주시 소초면 평장리 823-7,37.4186377,128.0031734,,,,,
제25회 원주한지문화제,원주한지테마파크 일원,2023-05-05,2023-05-14,기획전시+온라인체험 등,033-734-4739,www.hanjipark.com,강원도 원주시 한지공원길 151,강원도 원주시 무실동 16,37.3343755,127.9353957,,,,,
제16회 용수골꽃양귀비축제,용수골꽃농장,2023-05-23,2023-06-11,꽃밭관람+포토존 이용+기념품 판매 등,033-764-4443,,강원도 원주시 한지공원길 151,강원도 원주시 판부면 서곡리 1632-2,37.3343755,127.9353957,,,,,
제21회 장미축제,장미공원,2023-05-30,2023-06-01,장미가요제 등,033-000-0000,,강원도 원주시 장미공원길 67-16,강원도 원주시 단계동 853-3,37.34588179,127.9311849,,,,,
치악산복숭아축제,댄싱공연장 일원,2023-08-01,2023-08-01,지역 복숭아 판매+품평회+기타 등,033-737-4131,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,,,,,
2023 원주 댄싱카니발,댄싱공연장 일원,2023-09-22,2023-09-24,댄싱경연+문화예술공연+각종 체험 등,033-737-5123,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,,,,,
981데이 : 중력 구월,9.81파크,2023-09-08,2023-10-03,중력으로 놀고 손 안에서 즐겨라,1883-9810,blog.naver.com/981jeju/223208413445,제주특별자치도 제주시 애월읍 천덕로 880-24,,33.39003694,126.3665286,,,,,
2023 하영올레 걷기 축제 & 걷기주간,서귀포시청 제1청사,2023-09-01,2023-09-10,걷기주간(자유걷기) 걷기투어(테마투어) 걷기축제(메인축제),064-760-3320,www.jejusta.or.kr/pages.php?p=10_1_1_1,제주특별자치도 서귀포시 중앙로 105,,33.25420363,126.5602182,,,,,
제19회 쇠소깍 축제,하효항과 쇠소깍 일대,2023-09-09,2023-09-10,테우체험 어린이 사생대회 청소년 페스티벌 가요제 현장참여 이벤트 등,064-760-4623,www.seogwipo.go.kr/festivals/blacksand/index.htm,제주특별자치도 서귀포시 쇠소깍로 128,,33.25214808,126.6230025,,,,,
절물약수암 제6회 산사음악회,제주절물자연휴양림 내 절물약수암 앞 특설무대,2023-09-03,2023-09-03,64년 된 제주의 전통 사찰이자 도민은 물론 관광객들에게도 많은 사람을 받고 있는 절물자연휴양림 내 위치한 한국불교조계종 절물약수암에서 산사음악회를 개최한다,,www.instagram.com/healinginjeju01/,제주특별자치도 제주시 명림로 584,,33.44004881,126.6252034,,,,,
제2회 화북 포구문화제,화북동 화북포구 일원,2023-09-22,2023-09-23,보트타고 유적지 탐방 깅이잡기 고망낚시 예길따라 걸을락 체험프로그램(상설 부스 운영),064-728-4681,,제주특별자치도 제주시 금산5길 18,,33.52450753,126.5645726,,,,,
2023성안올레걷기축제,성안올레코스일원 물사랑홍보관광장 산지천북수구광장,2023-09-16,2023-09-17,코스별걷기 문화공연 체험프로그램 등 참여자 모두가 함께 참여하고 즐길 수 있는 다양한 행사가 펼쳐질 예정이다,064-728-2752,blog.naver.com/seonganolle,제주특별자치도 제주시 중앙로3길 36,,33.5151523,126.5283424,,,,,
제28회 오리문화제,광명시민체육관 등,2019-05-31,2019-06-01,오리이원익 영우참배+토크콘서트+전시+체험마당+재현행사 등,02-2618-5800,www.gmcc.or.kr/,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,,,,,
제29회 오리문화제,광명극장 등,2021-10-09,2021-10-10,오리이원익 영우참배+헌화식+오리이원익 청렴 토크콘서트 및 퀴즈대회+메타버스축제장에서 만남 오리 이원익 등,02-2618-5800,www.gmcc.or.kr/,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,,,,,
농악대축제,광명문화원 공연장,2021-10-13,2021-10-13,전국학생농악경연대회(비대면)+개최공연 등,02-899-1664,http://gmnongak.enterweb.co.kr/,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,,,,,
지식정보화시대 책이 밥 먹여 주는 시대,춘천사회혁신센터내 안녕하우스,2022-08-10,2022-08-10,아이들 독서 교육 강연,033-252-6217,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10677&search_type=1&search_keyword=ECA780EC8B9DECA095EBB3B4ED9994EC8B9CEB8C803F+ECB185EC9DB4+EBB0A5+EBA8B9EC97AC+ECA3BCEB8A94+EC8B9CEB8C8021,강원도 춘천시 공지로 255,강원도 춘천시 효자동 303-14,37.864634,127.735428,,,,,
2021 강원도민 연극교실 금쪽같은 우리엄빠 참여자 모집,강원도립극단 연습실,2021-12-04,2021-12-05,2021 강원도민 연극교실 금쪽같은 우리엄빠 참여자 모집,033-255-0496,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10001&search_type=1&search_keyword=2021+EAB095EC9B90EB8F84EBAFBC+EC97B0EAB7B9EAB590,강원도 춘천시 안마산로 89 4층,강원도 춘천시 퇴계동 565-6,37.85546242,127.7258527,,,,,
2021 정책아카데미 청년정책기획자 양성 과정 참여자 모집 안내,강원도 청소년수련원,2021-11-20,2021-11-21,2021 정책아카데미 청년정책기획자 양성 과정 참여자 모집 안내,033-910-3120,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9991&search_type=1&search_keyword=2021+ECA095ECB185EC9584ECB9B4EB8DB0EBAFB8,강원도 춘천시 신샘밭로 89 강원도청소년수련원,강원도 춘천시 사농동 277-1,37.92294014,127.7206389,,,,,
창조성워크샵 creativity,안현옥 몸맘창작소,2021-11-07,2021-11-07,창조성워크샵(creativity),,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9965,강원도 춘천시 영서로 2299,강원도 춘천시 온의동 152-8,37.865771,127.719531,,,,,
재춘천인형극제_2021 콘텐츠 창의인재 동반 사업_공연예술의 저작권관련법,춘천인형극장,2021-11-04,2021-11-04,공연예술의 저작권관련법,033-242-8452,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9961,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,37.92101625,127.720197,,,,,
한국저작권위원회 2021년 11월 무료 온라인 교육 안내,온라인,2021-11-01,2021-11-30,2021년 한국저작권위원회 원격(온라인) 저작권 교육,055-792-0228,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9959&search_type=1&search_keyword=ED959CEAB5ADECA080EC9E91EAB68CEC9C84EC9B90ED9A8C5D+2021EB8584+11EC9B94+EBACB4EBA38C+EC98A8EB9DBCEC9DB8+EAB590EC9CA1+EC9588EB82B4,경상남도 진주시 충의로 19,경상남도 진주시 충무공동 227-2,35.17824568,128.146167,,,,,
2021 상상언더 청소년 교육생 모집밴드 댄스,상상언더그라운드,2021-11-06,2021-12-11,조운동 도시재생현장지원센터에서 중앙로 상상언더그라운드의 청소년 시설을 이용하여 청소년 문화활동 및 여가활동을 도모하기 위해 맞춤 교육프로그램을 운영하고자 합니다.,033-250-4937,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9956,강원도 춘천시 중앙로 38-5 다74-75,강원도 춘천시 요선동 19,37.8830376,127.7283163,,,,,
춘천인형극제 문화예술교육사 실습처 문화예술 장르의 결합과 현장실습,온라인,2021-11-01,2021-11-04,문화예술교육사 실습처 문화예술 장르의 결합과 현장실습,033-242-8452,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9921&search_type=1&search_keyword=ECB698ECB29CEC9DB8ED9895EAB7B9ECA09C5D+EBACB8ED9994EC9888EC88A0EAB590EC9CA1EC82AC+EC8BA4EC8AB5ECB298+EBACB8ED9994EC9888EC88A0+EC9EA5EBA5B4EC9D98+EAB2B0ED9,세종특별자치시 갈매로 388 정부세종청사 15동,세종특별자치시 어진동 650 문화체육관광부,36.497575,127.265787,,,,,
2021 청년청 일자리 지원사업 글로벌기업취업JOB GO 시즌2 모집안내,온라인,2021-10-30,2021-11-30,2021년 청년들의을 위한 취업콘서트와 그룹멘토링,033-910-3120,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9920&search_type=1&search_keyword=2021+ECB2ADEB8584ECB2AD+EC9DBCEC9E90EBA6AC+ECA780EC9B90EC82ACEC97855D+EAB880EBA19CEBB28CEAB8B0EC9785ECB7A8EC9785JOB+GO21+EC8B9CECA68C2+EBAAA8ECA791EC9588E,강원도 춘천시 공지로 255 3층,강원도 춘천시 효자동 303-14,37.86462536,127.735421,,,,,
춘천시 청년청 청춘클라스 3차 네트워킹데이 춘천의 길 투어프로그램,커먼즈필드,2021-10-30,2021-10-30,춘천의 길_투어프로그램,033-910-3107,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9914,강원도 춘천시 공지로 255,강원도 춘천시 효자동 303-14,37.86462536,127.735421,,,,,
